,location,day,month,year,total_cases,day count,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
0,India,30,1,2020,1.0,1,1.0,,,,,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
1,India,31,1,2020,1.0,2,0.0,,,,,0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
2,India,2,1,2020,1.0,3,0.0,,,,,0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
3,India,2,2,2020,2.0,4,1.0,,,,,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
4,India,2,3,2020,3.0,5,1.0,,,,,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
5,India,2,4,2020,3.0,6,0.0,0.429,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
6,India,2,5,2020,3.0,7,0.0,0.429,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
7,India,2,6,2020,3.0,8,0.0,0.28600000000000003,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
8,India,2,7,2020,3.0,9,0.0,0.28600000000000003,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
9,India,2,8,2020,3.0,10,0.0,0.28600000000000003,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
10,India,2,9,2020,3.0,11,0.0,0.14300000000000002,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
11,India,2,10,2020,3.0,12,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
12,India,2,11,2020,3.0,13,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
13,India,2,12,2020,3.0,14,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
14,India,13,2,2020,3.0,15,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
15,India,14,2,2020,3.0,16,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
16,India,15,2,2020,3.0,17,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
17,India,16,2,2020,3.0,18,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
18,India,17,2,2020,3.0,19,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
19,India,18,2,2020,3.0,20,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
20,India,19,2,2020,3.0,21,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
21,India,20,2,2020,3.0,22,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
22,India,21,2,2020,3.0,23,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
23,India,22,2,2020,3.0,24,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
24,India,23,2,2020,3.0,25,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
25,India,24,2,2020,3.0,26,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
26,India,25,2,2020,3.0,27,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
27,India,26,2,2020,3.0,28,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
28,India,27,2,2020,3.0,29,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
29,India,28,2,2020,3.0,30,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
30,India,29,2,2020,3.0,31,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
31,India,3,1,2020,3.0,32,0.0,0.0,,,0.0,0.002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
32,India,3,2,2020,5.0,33,2.0,0.28600000000000003,,,0.0,0.004,0.001,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
33,India,3,3,2020,5.0,34,0.0,0.28600000000000003,,,0.0,0.004,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
34,India,3,4,2020,28.0,35,23.0,3.571,,,0.0,0.02,0.017,0.003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
35,India,3,5,2020,30.0,36,2.0,3.8569999999999998,,,0.0,0.022000000000000002,0.001,0.003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
36,India,3,6,2020,31.0,37,1.0,4.0,,,0.0,0.022000000000000002,0.001,0.003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
37,India,3,7,2020,34.0,38,3.0,4.428999999999999,,,0.0,0.025,0.002,0.003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
38,India,3,8,2020,39.0,39,5.0,5.143,,,0.0,0.027999999999999997,0.004,0.004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
39,India,3,9,2020,43.0,40,4.0,5.428999999999999,,,0.0,0.031,0.003,0.004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
40,India,3,10,2020,56.0,41,13.0,7.2860000000000005,,,0.0,0.040999999999999995,0.009000000000000001,0.005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
41,India,3,11,2020,62.0,42,6.0,4.857,1.0,1.0,0.14300000000000002,0.045,0.004,0.004,0.001,0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
42,India,3,12,2020,73.0,43,11.0,6.143,1.0,0.0,0.14300000000000002,0.053,0.008,0.004,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
43,India,13,3,2020,82.0,44,9.0,7.2860000000000005,2.0,1.0,0.28600000000000003,0.059000000000000004,0.006999999999999999,0.005,0.001,0.001,0.0,,,,,,,,,,,6500.0,0.005,,,,,,samples tested,,,,,,,,,,33.33,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
44,India,14,3,2020,102.0,45,20.0,9.714,2.0,0.0,0.28600000000000003,0.07400000000000001,0.013999999999999999,0.006999999999999999,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,36.11,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
45,India,15,3,2020,113.0,46,11.0,10.571,2.0,0.0,0.28600000000000003,0.08199999999999999,0.008,0.008,0.001,0.0,0.0,1.84,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,38.89,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
46,India,16,3,2020,119.0,47,6.0,10.857000000000001,2.0,0.0,0.28600000000000003,0.086,0.004,0.008,0.001,0.0,0.0,1.85,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,48.15,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
47,India,17,3,2020,142.0,48,23.0,12.286,3.0,1.0,0.429,0.10300000000000001,0.017,0.009000000000000001,0.002,0.001,0.0,1.9,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,48.15,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
48,India,18,3,2020,156.0,49,14.0,13.429,3.0,0.0,0.28600000000000003,0.113,0.01,0.01,0.002,0.0,0.0,1.94,,,,,,,,,,13125.0,0.01,,,,,,samples tested,,,,,,,,,,50.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
49,India,19,3,2020,194.0,50,38.0,17.285999999999998,4.0,1.0,0.429,0.141,0.027999999999999997,0.013000000000000001,0.003,0.001,0.0,2.01,,,,,,,,,191.0,13316.0,0.01,0.0,,,,,samples tested,,,,,,,,,,59.72,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
50,India,20,3,2020,244.0,51,50.0,23.143,5.0,1.0,0.429,0.177,0.036000000000000004,0.017,0.004,0.001,0.0,2.07,,,,,,,,,1060.0,14376.0,0.01,0.001,1125.0,0.001,0.021,48.6,samples tested,,,,,,,,,,70.83,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
51,India,21,3,2020,330.0,52,86.0,32.571,4.0,-1.0,0.28600000000000003,0.239,0.062,0.024,0.003,-0.001,0.0,2.1,,,,,,,,,1325.0,15701.0,0.011000000000000001,0.001,1125.0,0.001,0.028999999999999998,34.5,samples tested,,,,,,,,,,76.39,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
52,India,22,3,2020,396.0,53,66.0,40.429,7.0,3.0,0.7140000000000001,0.287,0.048,0.028999999999999998,0.005,0.002,0.001,2.11,,,,,,,,,1298.0,16999.0,0.012,0.001,1121.0,0.001,0.036000000000000004,27.7,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
53,India,23,3,2020,499.0,54,103.0,54.286,10.0,3.0,1.143,0.36200000000000004,0.075,0.039,0.006999999999999999,0.002,0.001,2.1,,,,,,,,,3708.0,20707.0,0.015,0.003,1462.0,0.001,0.037000000000000005,26.9,samples tested,,,,,,,,,,86.57,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
54,India,24,3,2020,536.0,55,37.0,56.286,10.0,0.0,1.0,0.38799999999999996,0.027000000000000003,0.040999999999999995,0.006999999999999999,0.0,0.001,2.08,,,,,,,,,157.0,20864.0,0.015,0.0,1295.0,0.001,0.043,23.0,samples tested,,,,,,,,,,86.57,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
55,India,25,3,2020,657.0,56,121.0,71.571,12.0,2.0,1.286,0.47600000000000003,0.08800000000000001,0.052000000000000005,0.009000000000000001,0.001,0.001,2.08,,,,,,,,,4280.0,25144.0,0.018000000000000002,0.003,1717.0,0.001,0.042,24.0,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
56,India,26,3,2020,727.0,57,70.0,76.143,20.0,8.0,2.286,0.527,0.051,0.055,0.013999999999999999,0.006,0.002,2.08,,,,,,,,,,,,,1871.0,0.001,0.040999999999999995,24.6,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
57,India,27,3,2020,887.0,58,160.0,91.85700000000001,20.0,0.0,2.1430000000000002,0.643,0.11599999999999999,0.067,0.013999999999999999,0.0,0.002,2.1,,,,,,,,,,27688.0,0.02,,1902.0,0.001,0.048,20.7,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
58,India,28,3,2020,987.0,59,100.0,93.85700000000001,24.0,4.0,2.8569999999999998,0.715,0.07200000000000001,0.068,0.017,0.003,0.002,2.09,,,,,,,,,,,,,2195.0,0.002,0.043,23.4,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
59,India,29,3,2020,1024.0,60,37.0,89.714,27.0,3.0,2.8569999999999998,0.742,0.027000000000000003,0.065,0.02,0.002,0.002,2.12,,,,,,,,,,,,,2492.0,0.002,0.036000000000000004,27.8,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
60,India,30,3,2020,1251.0,61,227.0,107.429,32.0,5.0,3.1430000000000002,0.907,0.16399999999999998,0.078,0.023,0.004,0.002,2.16,,,,,,,,,,,,,2445.0,0.002,0.044000000000000004,22.8,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
61,India,31,3,2020,1397.0,62,146.0,123.0,35.0,3.0,3.571,1.012,0.106,0.08900000000000001,0.025,0.002,0.003,2.2,,,,,,,,,,,,,2905.0,0.002,0.042,23.6,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
62,India,4,1,2020,1998.0,63,601.0,191.571,58.0,23.0,6.571000000000001,1.4480000000000002,0.436,0.139,0.042,0.017,0.005,2.23,,,,,,,,,,,,,2776.0,0.002,0.069,14.5,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
63,India,4,2,2020,2543.0,64,545.0,259.42900000000003,72.0,14.0,7.428999999999999,1.8430000000000002,0.395,0.188,0.052000000000000005,0.01,0.005,2.19,,,,,,,,,,47951.0,0.035,,3076.0,0.002,0.084,11.9,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
64,India,4,3,2020,2567.0,65,24.0,240.0,72.0,0.0,7.428999999999999,1.86,0.017,0.174,0.052000000000000005,0.0,0.005,2.13,,,,,,,,,21294.0,69245.0,0.05,0.015,5937.0,0.004,0.04,24.7,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
65,India,4,4,2020,3082.0,66,515.0,299.286,86.0,14.0,8.857000000000001,2.233,0.373,0.217,0.062,0.01,0.006,2.11,,,,,,,,,10705.0,79950.0,0.057999999999999996,0.008,6984.0,0.005,0.043,23.3,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
66,India,4,5,2020,3588.0,67,506.0,366.286,99.0,13.0,10.286,2.6,0.36700000000000005,0.265,0.07200000000000001,0.009000000000000001,0.006999999999999999,2.09,,,,,,,,,9584.0,89534.0,0.065,0.006999999999999999,7870.0,0.006,0.047,21.5,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
67,India,4,6,2020,4778.0,68,1190.0,503.85699999999997,136.0,37.0,14.857000000000001,3.4619999999999997,0.862,0.365,0.099,0.027000000000000003,0.011000000000000001,2.05,,,,,,,,,11534.0,101068.0,0.073,0.008,9036.0,0.006999999999999999,0.055999999999999994,17.9,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
68,India,4,7,2020,5311.0,69,533.0,559.143,150.0,14.0,16.429000000000002,3.8489999999999998,0.386,0.405,0.109,0.01,0.012,1.98,,,,,,,,,12947.0,114015.0,0.083,0.009000000000000001,10403.0,0.008,0.054000000000000006,18.6,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
69,India,4,8,2020,5916.0,70,605.0,559.714,178.0,28.0,17.143,4.287,0.43799999999999994,0.406,0.129,0.02,0.012,1.9,,,,,,,,,13904.0,127919.0,0.09300000000000001,0.01,11906.0,0.009000000000000001,0.047,21.3,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
70,India,4,9,2020,6725.0,71,809.0,597.429,226.0,48.0,22.0,4.873,0.586,0.433,0.16399999999999998,0.035,0.016,1.85,,,,,,,,,16991.0,144910.0,0.105,0.012,13851.0,0.01,0.043,23.2,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
71,India,4,10,2020,7598.0,72,873.0,718.7139999999999,246.0,20.0,24.857,5.506,0.633,0.521,0.17800000000000002,0.013999999999999999,0.018000000000000002,1.8,,,,,,,,,16420.0,161330.0,0.11699999999999999,0.012,13155.0,0.01,0.055,18.3,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
72,India,4,11,2020,8446.0,73,848.0,766.2860000000001,288.0,42.0,28.857,6.12,0.614,0.555,0.209,0.03,0.021,1.75,,,,,,,,,18044.0,179374.0,0.13,0.013000000000000001,14203.0,0.01,0.054000000000000006,18.5,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
73,India,4,12,2020,9205.0,74,759.0,802.429,331.0,43.0,33.143,6.67,0.55,0.581,0.24,0.031,0.024,1.71,,,,,,,,,16374.0,195748.0,0.142,0.012,15173.0,0.011000000000000001,0.053,18.9,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
74,India,13,4,2020,10453.0,75,1248.0,810.7139999999999,358.0,27.0,31.714000000000002,7.575,0.904,0.5870000000000001,0.259,0.02,0.023,1.67,,,,,,,,,21806.0,217554.0,0.158,0.016,16641.0,0.012,0.049,20.5,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
75,India,14,4,2020,11487.0,76,1034.0,882.2860000000001,393.0,35.0,34.714,8.324,0.7490000000000001,0.639,0.285,0.025,0.025,1.63,,,,,,,,,27339.0,244893.0,0.177,0.02,18697.0,0.013999999999999999,0.047,21.2,samples tested,,,,,,,,,,100.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
